endTime,artistName,trackName,msPlayed
2021-12-03 17:39,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",63324
2021-12-03 17:43,Lil Baby,We Paid (feat. 42 Dugg),181929
2021-12-03 17:47,Young Thug,Relationship (feat. Future),215306
2021-12-03 17:48,Speaker Knockerz,Lonely,8704
2021-12-03 17:48,The Weeknd,Hardest To Love,5890
2021-12-03 17:54,Migos,Versace (Remix),51430
2021-12-03 17:57,Playboi Carti,Fell In Luv (feat. Bryson Tiller),206333
2021-12-03 17:57,SAFE,Paid In Full (feat. Playboi Carti),15289
2021-12-03 17:59,Lil Mosey,Live This Wild,122853
2021-12-03 18:02,Tay-K,The Race,140000
2021-12-03 18:05,JAY-Z,Run This Town,203986
2021-12-03 21:00,Juice WRLD,Feeling,201920
2021-12-03 21:03,THE SCOTTS,THE SCOTTS,165977
2021-12-03 21:08,Future,Codeine Crazy,346906
2021-12-03 21:10,Lil Durk,Internet Sensation,125726
2021-12-03 21:13,Travis Scott,ASTROTHUNDER,142969
2021-12-03 21:13,C Clip Beatz,Wit Yo Bae (feat. Kodak Black),7600
2021-12-03 21:15,Polo G,Bad Man (Smooth Criminal),106000
2021-12-03 21:16,Polo G,Don’t Play (with Lil Baby),65392
2021-12-03 21:19,Gunna,Oh Okay (feat. Young Thug & Lil Baby),199011
2021-12-03 21:22,Lil Uzi Vert,Wassup (feat. Future),193313
2021-12-03 21:26,Don Toliver,Candy,234938
2021-12-03 21:26,Don Toliver,After Party,5034
2021-12-03 21:29,Famous Dex,JAPAN,142000
2021-12-03 21:32,A Boogie Wit da Hoodie,Jungle,174192
2021-12-03 21:35,Migos,White Sand,202834
2021-12-03 21:36,YG,I Be On,31127
2021-12-03 21:39,Lil Baby,Commercial (feat. Lil Uzi Vert),214214
2021-12-03 21:42,Gucci Mane,Right on Time,157066
2021-12-03 21:47,J. Cole,Neighbors,216520
2021-12-03 21:51,A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",233786
2021-12-03 21:55,DJ Khaled,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)",255101
2021-12-03 21:58,Tee Grizzley,From The D To The A (feat. Lil Yachty),158684
2021-12-03 22:04,Kanye West,Champions,334253
2021-12-03 22:06,Wolf,Waiting (Tell Me),116427
2021-12-04 01:50,SpotemGottem,Beat Box 3 (feat. DaBaby),200424
2021-12-04 01:54,A Boogie Wit da Hoodie,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),258158
2021-12-04 01:57,Travis Scott,5% TINT,196138
2021-12-04 02:01,Gunna,Top Off,197420
2021-12-04 02:06,Migos,Emoji A Chain,315185
2021-12-04 02:09,NAV,Tussin (feat. Young Thug),160079
2021-12-04 02:11,Gunna,RELENTLESS (feat. Lil Uzi Vert),168106
2021-12-04 02:14,Jack Harlow,SUVs (Black on Black),157675
2021-12-04 02:17,Lil Skies,Ok 4 Now,164623
2021-12-04 02:20,Young Thug,The London (feat. J. Cole & Travis Scott),200106
2021-12-04 02:21,D. Savage,IDC (feat. Trippie Redd),36374
2021-12-04 02:24,Paulo Londra,Party (feat. A Boogie Wit da Hoodie),210315
2021-12-04 02:27,Drake,Wants and Needs (feat. Lil Baby),192956
2021-12-04 02:31,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),236524
2021-12-04 02:36,Drake,Knife Talk (with 21 Savage ft. Project Pat),242965
2021-12-04 02:38,$NOT,Go,132640
2021-12-04 02:40,Kodak Black,No Flockin',165290
2021-12-04 02:43,Gunna,Sold Out Dates (feat. Lil Baby),166368
2021-12-04 03:07,L0key Wavey,Vibe Till We Feel It,198582
2021-12-04 03:10,Travis Scott,NO BYSTANDERS,218283
2021-12-04 03:15,Joey Bada$$,TEMPTATION,244197
2021-12-04 03:18,Lil Uzi Vert,20 Min,220586
2021-12-04 03:24,Drake,Champagne Poetry,336511
2021-12-04 03:28,Childish Gambino,3005,234215
2021-12-04 03:33,Kendrick Lamar,Poetic Justice,300200
2021-12-04 03:37,Gucci Mane,Like 34 & 8 (feat. Pooh Shiesty),232467
2021-12-04 03:41,Migos,Having Our Way (feat. Drake),278191
2021-12-04 03:43,Mac Miller,Knock Knock,130545
2021-12-04 23:47,Polo G,GANG GANG (with Lil Wayne),178775
2021-12-04 23:50,Nealyn,Heyyyy :,160000
2021-12-04 23:51,Lil Baby,Freestyle,1344
2021-12-04 23:51,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),96725
2021-12-04 23:51,Mustard,Ballin' (with Roddy Ricch),2240
2021-12-04 23:51,Mustard,Ballin' (with Roddy Ricch),1002
2021-12-04 23:51,Mustard,Ballin' (with Roddy Ricch),7295
2021-12-04 23:52,Polo G,Go Part 1 (with G Herbo),1855
2021-12-04 23:53,Pooh Shiesty,Shiesty Season Intro,107716
2021-12-04 23:57,Lil Baby,Emotionally Scarred,197529
2021-12-05 00:01,Lil Baby,Hats Off (feat. Travis Scott),257428
2021-12-05 00:04,Lil Durk,3 Headed Goat (feat. Lil Baby & Polo G),169531
2021-12-05 00:07,J. Cole,Wet Dreamz,126999
2021-12-06 01:27,Coi Leray,BIG PURR (Prrdd) (feat. Pooh Shiesty),618
2021-12-06 01:27,Future,Ain't Livin Right (feat. Gunna),533
2021-12-06 01:27,Travis Scott,Ok Alright (feat. ScHoolboy Q),2837
2021-12-06 01:27,Lil Baby,Low Down,1941
2021-12-06 01:29,21 Savage,out for the night - part 2,96291
2021-12-06 01:31,Jack Harlow,Way Out (feat. Big Sean),168906
2021-12-06 01:32,Travis Scott,Oh My Dis Side (feat. Quavo),16362
2021-12-06 01:35,L0key Wavey,Vibe Till We Feel It,198582
2021-12-06 01:37,Nardo Wick,Me or Sum (feat. Future & Lil Baby),128042
2021-12-06 01:41,A Boogie Wit da Hoodie,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),221056
2021-12-06 18:08,Kanye West,Off The Grid,339249
2021-12-06 18:10,Kanye West,Praise God,134120
2021-12-06 18:13,POORSTACY,I Can't Sleep,1730
2021-12-06 18:13,Teejay3k,Won't Last Here,1470
2021-12-06 18:13,Kanye West,Hurricane,133620
2021-12-06 18:17,Kanye West,Flashing Lights,237506
2021-12-06 18:21,A Boogie Wit da Hoodie,Vroom Vroom,20210
2021-12-06 18:21,No Savage,Dirty 38,4370
2021-12-06 18:21,ScHoolboy Q,Black Folk,12630
2021-12-06 18:21,Post Malone,White Iverson,256533
2021-12-06 18:22,ex-pansive,Unknown Species,860
2021-12-06 18:24,Orangelo,Oceans,149447
2021-12-06 18:26,Alkis Siokis,Fender Bender,133394
2021-12-06 18:30,Bus Topp,Banzai,251424
2021-12-06 18:32,UniqeCorn,Study Buddy,127882
2021-12-06 18:34,Oscar Hollis,Windowsills,121765
2021-12-06 18:36,Lack Sho,Friday Underground,90965
2021-12-06 18:38,typographicc,Down Low,115886
2021-12-06 18:40,Amerettius,Journey Through Time,113430
2021-12-06 18:41,dueday,On The Rocks,97971
2021-12-06 18:43,Screen Jazzmaster,Adriatica,128971
2021-12-06 18:47,Dream Web,Soft Slap,193441
2021-12-06 18:48,Nitta' Gritta',Aquatic Crystals,109795
2021-12-06 18:50,Chilimanjaro,Liquid Force,74028
2021-12-06 18:51,chilliament,wwwonderful,108108
2021-12-06 18:54,Gibbon Baby,Try Again,141964
2021-12-06 18:55,Reeve,Always June,73113
2021-12-06 18:58,Robomani,Number Two,162436
2021-12-06 19:00,Ashley Orikami,Temple of Mood,173215
2021-12-06 19:03,FREJA,minnen,132279
2021-12-06 19:04,Maj Majid,Fernvale,77338
2021-12-06 19:06,Bamboozled Bumblebee,I fly by,114698
2021-12-06 19:12,Choi,Oh way,121333
2021-12-06 19:13,rchie,hollywood,107579
2021-12-06 19:15,lofi stu,Chillin,114328
2021-12-06 19:18,Lightover,It Was One Look Into Your Eyes,149107
2021-12-06 19:19,Wibke Komi,hangover,98400
2021-12-06 19:21,willie johns,nocturnal interruptions,108168
2021-12-06 19:23,Crate Diggers,Mystic Kush,115865
2021-12-06 19:25,DESH,After Dawn,136600
2021-12-06 19:26,Dream Phobia,Wonderful Times,61456
2021-12-06 19:28,Matt Louda,Remedy,119960
2021-12-06 19:30,The Spelling Tree,Fast Food,133539
2021-12-06 19:32,Psalm Trees,She Won’t Say,115449
2021-12-06 19:34,Davide Perico,Spring Lovers,97580
2021-12-06 19:37,Djamil,Swinging On saturn,159308
2021-12-06 19:38,Ludvig Freso,Sake,85645
2021-12-06 19:40,Wasted Glitter,Monday Blues,116700
2021-12-06 19:41,Orientale Pesetas,Holken,98448
2021-12-06 19:44,lostoutside,Fade Away,131800
2021-12-06 19:46,Backdoor Jesus,Dream Canyon,127114
2021-12-06 19:47,Kota the Friend,Face It,6490
2021-12-06 19:47,Geórgia Neve,Marry U,69882
2021-12-06 19:53,Kanye West,Off The Grid,339249
2021-12-06 19:56,Rich The Kid,Rockets (feat. Takeoff & Lil Pump),173690
2021-12-06 21:07,Zmeyev,Better Life,146677
2021-12-06 21:10,Ramen Police,sleep palace,164989
2021-12-06 21:15,Black Phaze,Sunday Vibe,137187
2021-12-06 21:15,Wolf,Waiting (Tell Me),168960
2021-12-06 21:17,Lofi Fruits Music,Wish You Were Here,105185
2021-12-06 21:19,Choi,Oh way,128971
2021-12-06 21:21,dave.,lofi jam,107766
2021-12-06 21:22,Ensidya,Raincoat,103288
2021-12-06 21:24,DupsU,gm,110851
2021-12-06 21:27,Mr. Käfer,Evenings,155025
2021-12-06 21:29,vibesment,wall colors.,117671
2021-12-06 21:30,Codename Chinadoll,Two Five One,98058
2021-12-06 21:31,stilistics,just relax,81001
2021-12-06 21:33,Chilimanjaro,Liquid Force,80971
2021-12-06 21:35,Lithe X,Demure,127510
2021-12-06 21:37,Earium,Foemeo,122566
2021-12-06 21:38,dueday,On The Rocks,97440
2021-12-06 21:40,Tactic Frog,Take us there,119918
2021-12-06 21:43,Breakfast For Brunch,Monday Morning Routine,140227
2021-12-06 21:46,Dynambo,Laidback Ristretto,171193
2021-12-06 21:47,Da Sacnite,do u love me?,109898
2021-12-06 21:49,Papier,Cool Stuff,125478
2021-12-06 21:52,Zig Zagger,And the guitar plays on,138742
2021-12-06 21:54,Brief & Breezy,Winter Keys,145104
2021-12-06 21:56,Hektoor,Lonely Boy,123406
2021-12-06 21:58,Dubinskaya,Novosibirsk,128953
2021-12-06 22:00,Stainlexz,Morning In The Forest,108244
2021-12-06 22:02,ex-pansive,Unknown Species,133668
2021-12-06 22:04,Erin Bee,after school,112329
2021-12-06 22:06,Tibeauthetraveler,Memory Lane,144984
2021-12-06 22:09,Last Memories,Distance,125236
2021-12-06 22:10,rchie,hollywood,107491
2021-12-06 22:12,when in NY,green tulips,90689
2021-12-06 22:14,HoKø,Sunset Wish,106602
2021-12-06 22:15,Dream Phobia,Next Chapter,80674
2021-12-06 22:17,Miller Jones,Frozen Trees,124410
2021-12-06 22:19,Detainment System,Mesh,121443
2021-12-06 22:21,Reeve,Always June,117031
2021-12-06 22:22,Tara Far,try again,111217
2021-12-06 22:24,Sabo Tan,Wecki,103240
2021-12-06 22:25,metabolar,vintage landscapes,79741
2021-12-06 22:27,Bonnie Man,Window Views,109396
2021-12-06 22:29,Louk,Dinner is Ready,119534
2021-12-06 22:32,Blackburri,Don't Forget to Wave When You Travel Through Time,165731
2021-12-06 22:34,Myriad of Trees,Flight of the Mitoglider,151647
2021-12-06 22:36,Sinebreak,Validation,98870
2021-12-06 22:38,Lunchmoney,Boutique,91260
2021-12-06 22:40,Vanilla Beach,Willow Whip,148303
2021-12-06 22:43,Finera,Hamster Wheel,152270
2021-12-06 22:44,H I K E,Cloudy,116041
2021-12-06 22:47,Oscar Hollis,Twisted,130381
2021-12-06 22:49,X84,Alfredo,122402
2021-12-06 22:50,KaspaHauser,Windmills,110072
2021-12-06 22:52,Myríad,Andira,121490
2021-12-06 22:55,Airship River,Candy Clouds,152408
2021-12-06 22:57,"Beats Me, Innit?",Angel Number,134423
2021-12-06 22:59,Ahe Bane,Galu,98028
2021-12-06 23:00,Mun$,Green,0
2021-12-06 23:00,Slim.,Nostalgia Pt. 1 - Beat Edit,106990
2021-12-06 23:03,rsbd,Babbling Brook,146931
2021-12-06 23:05,Picky Vines,Playdew,127729
2021-12-06 23:07,Geórgia Neve,Marry U,114520
2021-12-06 23:09,typographicc,Down Low,119386
2021-12-06 23:10,Lo-Fi Tigers,Distances,42086
2021-12-06 23:15,Drake,Champagne Poetry,301762
2021-12-06 23:18,L0key Wavey,Vibe Till We Feel It,198582
2021-12-06 23:21,Kota the Friend,Outside,203793
2021-12-06 23:22,PnB Rock,Rewind,57736
2021-12-06 23:29,Jaden,Ninety,274044
2021-12-06 23:32,Jay Critch,Ego,210431
2021-12-06 23:32,Travis Scott,sdp interlude,3648
2021-12-06 23:32,TOKYO’S REVENGE,THOT!,1301
2021-12-06 23:32,Lil Tecca,NEVER LEFT,6071
2021-12-06 23:35,21 Savage,My Dawg,181715
2021-12-06 23:38,6LACK,Know My Rights (feat. Lil Baby),23573
2021-12-06 23:38,Dr. Dre,Still D.R.E.,1088
2021-12-06 23:38,Famous Dex,JAPAN,138829
2021-12-06 23:41,Polo G,21,163797
2021-12-06 23:44,A Boogie Wit da Hoodie,Undefeated (feat. 21 Savage),174012
2021-12-06 23:47,21 Savage,Mr. Right Now (feat. Drake),193838
2021-12-06 23:51,Kanye West,Flashing Lights,237506
2021-12-07 00:07,Lil Mosey,Live This Wild,122853
2021-12-07 00:11,Lil Uzi Vert,Lo Mein,195299
2021-12-07 00:14,Polo G,Relentless,199549
2021-12-07 00:18,Migos,BBO (Bad Bitches Only),251858
2021-12-07 00:21,Roddy Ricch,Die Young,157656
2021-12-07 00:21,Gunna,Big Shot,33314
2021-12-07 15:50,Roy Woods,Instinct (feat. MadeinTYO),14310
2021-12-07 15:51,A Boogie Wit da Hoodie,Blood On My Denim,40450
2021-12-07 15:56,88GLAM,Twin Turbo,2180
2021-12-07 15:56,Future,Ain't Livin Right (feat. Gunna),5710
2021-12-07 15:56,Kanye West,Off The Grid,296850
2021-12-07 16:06,Travis Scott,90210 (feat. Kacy Hill),335674
2021-12-07 19:12,Lil Baby,Close Friends (Lil Baby & Gunna),203881
2021-12-07 19:16,Migos,T-Shirt,242407
2021-12-07 19:20,21 Savage,ball w/o you,195046
2021-12-07 19:23,convolk,whatever it takes,217181
2021-12-07 19:28,Jaden,Summertime In Paris,270960
2021-12-07 19:31,Kodak Black,Super Gremlin,200547
2021-12-07 19:34,Polo G,Young N Dumb,172394
2021-12-07 19:37,NLE Choppa,Jumpin (feat. Polo G),181198
2021-12-07 19:39,Travis Scott,ESCAPE PLAN,149610
2021-12-07 19:42,Culture Jam,Waves,146493
2021-12-07 19:46,Travis Scott,MAFIA,240000
2021-12-07 19:48,Young Thug,It's A Slime (feat. Lil Uzi Vert),142840
2021-12-07 19:51,A Boogie Wit da Hoodie,Undefeated (feat. 21 Savage),174012
2021-12-07 19:52,Playboi Carti,Long Time - Intro,39773
2021-12-07 19:55,Playboi Carti,Long Time - Intro,172014
2021-12-07 19:58,Future,Realer N Realer,170920
2021-12-07 19:58,Dro Kenji,KILL CUPID,39041
2021-12-07 20:02,Young Stoner Life,That Go! (feat. T-Shyne),18873
2021-12-07 20:02,A Boogie Wit da Hoodie,Pull Up (feat. NAV),193575
2021-12-07 20:06,A$AP Rocky,L$D,238306
2021-12-07 20:06,Drake,Know Yourself,15355
2021-12-07 20:06,6 Dogs,Guccy Armor,7957
2021-12-07 20:09,A Boogie Wit da Hoodie,Love Drugs and Sex,157862
2021-12-07 20:15,J. Cole,Change,331480
2021-12-07 20:17,Jaden,P,168280
2021-12-07 20:18,Jaden,P,12699
2021-12-07 20:18,Jaden,I,20429
2021-12-07 20:18,Internet Money,Lemonade,31618
2021-12-07 20:19,Jaden,N,24832
2021-12-07 20:21,Polo G,Bloody Canvas,1150
2021-12-07 20:21,Jaden,K,70899
2021-12-07 20:26,Bankrol Hayden,Drop A Tear (feat. Lil Baby),1910
2021-12-07 20:26,Jaden,K,280720
2021-12-07 20:35,Bryson Tiller,Don't Get Too High,178580
2021-12-07 21:25,Bryson Tiller,Don't Get Too High,540
2021-12-07 21:28,Lil Baby,Dreams 2 Reality (feat. NoCap),12862
2021-12-07 21:28,Polo G,21,163797
2021-12-07 21:28,Unknown Artist,Unknown Track,1500
2021-12-07 21:32,L0key Wavey,Vibe Till We Feel It,198582
2021-12-07 21:35,$NOT,Revenge,148093
2021-12-07 21:43,IGIR Woodiee,Hasta Luego (feat. Lil Durk),40813
2021-12-09 21:20,IGIR Woodiee,Hasta Luego (feat. Lil Durk),163018
2021-12-09 21:23,The Kid LAROI,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),153147
2021-12-09 21:26,Lil Uzi Vert,Lo Mein,195299
2021-12-09 21:27,Drake,Summer Sixteen,36855
2021-12-09 21:27,Yung Pinch,Nightmares (feat. Lil Skies),810
2021-12-09 21:27,Comethazine,HENCH MAFIA,618
2021-12-09 21:27,A Boogie Wit da Hoodie,Undefeated (feat. 21 Savage),981
2021-12-09 21:29,Comethazine,HENCH MAFIA,102727
2021-12-09 21:32,Yung Pinch,Nightmares (feat. Lil Skies),200213
2021-12-09 21:34,EARTHGANG,Proud Of U (feat. Young Thug),123302
2021-12-09 21:34,KYLE,Doubt It,2688
2021-12-09 21:34,Lil Skies,Magic,1237
2021-12-09 21:37,Polo G,Relentless,199549
2021-12-09 21:38,Polo G,Clueless (with Pop Smoke & Fivio Foreign),24334
2021-12-09 21:41,Kodak Black,Super Gremlin,200547
2021-12-09 21:44,Don Toliver,Flocky Flocky (feat. Travis Scott),183513
2021-12-09 21:46,Bankrol Hayden,Come Through (feat. Lil Tecca),112613
2021-12-09 21:54,Sean Kingston,Beautiful Girls,149227
2021-12-09 23:10,iann dior,Darkside,298
2021-12-09 23:10,Russ,What They Want,1408
2021-12-09 23:10,"Tyler, The Creator",I DON'T LOVE YOU ANYMORE,1984
2021-12-09 23:10,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",2581
2021-12-09 23:10,Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],1962
2021-12-09 23:10,Future,Drankin N Smokin,661
2021-12-09 23:10,Offset,Ric Flair Drip (with Metro Boomin),533
2021-12-09 23:10,NLE Choppa,Protect,341
2021-12-09 23:14,Kodak Black,ZEZE (feat. Travis Scott & Offset),228759
2021-12-09 23:19,2 Chainz,4 AM,246665
2021-12-09 23:23,Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),221746
2021-12-09 23:32,YG,I'm A Thug Pt. 2,12611
2021-12-10 17:26,Jaden,Ninety,468168
2021-12-10 17:28,Post Malone,Candy Paint,145411
2021-12-10 17:31,Samsa,Butterflies,199209
2021-12-10 17:36,Gucci Mane,Last Time (feat. Travis Scott),251059
2021-12-10 17:36,XXXTENTACION,I don’t let go,18853
2021-12-10 17:57,Kanye West,Off The Grid,339249
2021-12-10 18:01,Tee Grizzley,10K,13395
2021-12-10 18:01,Migos,Narcos,255378
2021-12-10 18:02,Led Zeppelin,Stairway to Heaven - Remaster,4949
2021-12-10 18:02,Kanye West,Hurricane,810
2021-12-10 18:05,Lil Skies,Nowadays (feat. Landon Cube),203907
2021-12-10 18:09,Lil Skies,Nowadays Pt. 2 (feat. Landon Cube),221152
2021-12-10 18:10,The Weeknd,Try Me,41141
2021-12-10 18:10,T.I.,Jefe (feat. Meek Mill),1301
2021-12-10 18:12,Lil Mosey,Stuck In A Dream (feat. Gunna),123560
2021-12-10 18:13,Comethazine,Walk,92019
2021-12-10 18:13,Gunna,Big Shot,1215
2021-12-10 18:13,Young Stoner Life,Take It To Trial (feat. Yak Gotti),938
2021-12-10 18:13,Aries,CAROUSEL,2133
2021-12-10 18:17,French Montana,Unforgettable,233901
2021-12-10 18:20,21 Savage,letter 2 my momma,194809
2021-12-10 18:23,Ski Mask The Slump God,Foot Fungus,129546
2021-12-10 18:26,iann dior,Strings,194000
2021-12-10 18:28,iann dior,cutthroat,116262
2021-12-10 18:32,Playboi Carti,M3tamorphosis (feat. Kid Cudi),43630
2021-12-10 18:32,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),236524
2021-12-10 18:36,Lil Tjay,Brothers (feat. Lil Durk) - Remix,210120
2021-12-10 18:39,Tee Grizzley,From The D To The A (feat. Lil Yachty),158684
2021-12-10 18:39,A Boogie Wit da Hoodie,Stalking You,9342
2021-12-10 18:42,Travis Scott,CAROUSEL,180182
2021-12-10 18:45,A Boogie Wit da Hoodie,Hit 'Em Up (feat. Trap Manny),204419
2021-12-10 18:46,Young Thug,Kanye West (feat. Wyclef Jean),28058
2021-12-10 18:49,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",207454
2021-12-10 18:52,Bruno Mars,Skate,203122
2021-12-10 18:55,Travis Scott,guidance,820
2021-12-10 18:55,Lil Yachty,X Men,700
2021-12-10 18:55,French Montana,No Stylist (feat. Drake),28847
2021-12-10 18:56,khai dreams,Through and Through,113684
2021-12-10 18:57,Lil Uzi Vert,Silly Watch,15525
2021-12-10 18:57,guccihighwaters,keep on going,1010
2021-12-10 19:01,Kanye West,All Falls Down,211500
2021-12-10 22:00,Lil Baby,Voice of the Heroes,140
2021-12-10 22:00,Lil Baby,Voice of the Heroes,740
2021-12-10 22:00,Playboi Carti,dothatshit!,3330
2021-12-10 22:00,Huncho Jack,Moon Rock,1110
2021-12-10 22:00,Lil Baby,This Week,1580
2021-12-10 22:00,Trippie Redd,Dark Knight Dummo (Feat. Travis Scott),730
2021-12-10 22:00,Machine Gun Kelly,"Bullets With Names (feat. Young Thug, RJMrLA & Lil Duke)",1290
2021-12-10 22:00,Young Thug,Light It Up,430
2021-12-10 22:00,Young Thug,Light It Up,690
2021-12-10 22:01,Internet Money,"Lost Me (feat. Lil Mosey, iann dior & Lil Skies)",580
2021-12-10 22:01,Juice WRLD,Hear Me Calling,3160
2021-12-10 22:03,Diplo,Wish,175273
2021-12-10 22:12,Trippie Redd,Everything BoZ,53116
2021-12-10 23:40,Lil Tecca,Bossanova,410
2021-12-10 23:40,KYLE,iSpy (feat. Lil Yachty),480
2021-12-10 23:40,A Boogie Wit da Hoodie,Streets Don't Love You,490
2021-12-10 23:40,NAV,To My Grave,1250
2021-12-10 23:40,"Tyler, The Creator",I DON'T LOVE YOU ANYMORE,520
2021-12-10 23:40,Kanye West,Black Skinhead,380
2021-12-10 23:40,AJR,Sober Up (feat. Rivers Cuomo),380
2021-12-10 23:40,2 Chainz,Blue Cheese,380
2021-12-10 23:40,YBN Nahmir,Opp Stoppa (feat. 21 Savage),450
2021-12-10 23:40,D. Savage,Pill,520
2021-12-10 23:40,Migos,Narcos,1260
2021-12-10 23:40,Migos,Narcos,740
2021-12-10 23:40,Metro Boomin,Blue Pill,920
2021-12-10 23:40,Rich The Kid,Plug Walk,1230
2021-12-10 23:40,iann dior,shots in the dark (with Trippie Redd),600
2021-12-10 23:40,Gunna,RELENTLESS (feat. Lil Uzi Vert),380
2021-12-10 23:40,Trippie Redd,Today,120
2021-12-10 23:40,Trippie Redd,Today,440
2021-12-10 23:41,Oliver Tree,Alien Boy,960
2021-12-10 23:41,Belly,Might Not,710
2021-12-10 23:41,Jay Critch,Ego,750
2021-12-10 23:41,YBN Nahmir,Opp Stoppa (feat. 21 Savage),640
2021-12-10 23:41,Lil Skies,Flooded,1940
2021-12-10 23:41,Gunna,RELENTLESS (feat. Lil Uzi Vert),61380
